p_expressed	max_monomer_counts	max_mRNA_counts	cistron_idx	gene_name	cistron_name	protein_name
0.5	270	1	3443	G6938	G6938_RNA	G6938-MONOMER
0.25	147	1	3449	G6944	G6944_RNA	SUCCORNTRANSAM-MONOMER
0.25	27	1	3450	G6945	G6945_RNA	G6945-MONOMER
0.25	38	1	3451	G6946	G6946_RNA	G6946-MONOMER
0.25	36	1	3452	G6947	G6947_RNA	G6947-MONOMER
0.25	21	1	3453	G6948	G6948_RNA	G6948-MONOMER
0.25	116	1	3454	G6949	G6949_RNA	G6949-MONOMER
0.25	39	1	3455	G6950	G6950_RNA	YNJC-MONOMER
0.25	178	1	3456	G6951	G6951_RNA	YNJD-MONOMER
0.5	140	1	3457	G6952	G6952_RNA	G6952-MONOMER
0.5	323	2	3460	G6955	G6955_RNA	G6955-MONOMER
0.75	339	3	3461	G6956	G6956_RNA	G6956-MONOMER
0.25	112	1	3474	G6970	G6970_RNA	G6970-MONOMER
0.25	12	1	3475	G6971	G6971_RNA	G6971-MONOMER
0.25	182	1	3479	G6975	G6975_RNA	G6975-MONOMER
0.75	636	3	3482	G6978	G6978_RNA	G6978-MONOMER
0.25	7	1	3487	G6983	G6983_RNA	G6983-MONOMER
0.5	242	1	3488	G6984	G6984_RNA	G6984-MONOMER
0.75	231	2	3489	G6985	G6985_RNA	G6985-MONOMER
0.75	200	1	3493	G6989	G6989_RNA	G6989-MONOMER
0.75	485	1	3494	G6990	G6990_RNA	G6990-MONOMER
0.25	27	1	3499	G6995	G6995_RNA	G6995-MONOMER
0.75	123	1	3501	G6997	G6997_RNA	G6997-MONOMER
0.25	2507	1	3507	G7003	G7003_RNA	G7003-MONOMER
0.5	32	1	3509	G7005	G7005_RNA	G7005-MONOMER
0.5	60	1	3510	G7006	G7006_RNA	G7006-MONOMER
0.5	345	2	3513	G7009	G7009_RNA	G7009-MONOMER
0.25	49	1	3514	G7010	G7010_RNA	G7010-MONOMER
0.5	122	1	3532	G7028	G7028_RNA	G7028-MONOMER
0.5	444	1	3533	G7029	G7029_RNA	MONOMER0-4445
0.25	67	1	3534	G7030	G7030_RNA	MONOMER0-4225
0.5	144	1	3541	G7039	G7039_RNA	G7039-MONOMER
0.75	188	1	3544	G7046	G7046_RNA	G7046-MONOMER
0.75	132	1	3545	G7048	G7048_RNA	G7048-MONOMER
0.75	346	1	3547	G7050	G7050_RNA	G7050-MONOMER
0.5	98	1	3548	G7051	G7051_RNA	G7051-MONOMER
0.75	222	2	3549	G7055	G7055_RNA	G7055-MONOMER
0.75	238	2	3550	G7056	G7056_RNA	G7056-MONOMER
0.5	127	1	3551	G7057	G7057_RNA	G7057-MONOMER
0.5	117	1	3552	G7058	G7058_RNA	G7058-MONOMER
0.5	108	1	3553	G7059	G7059_RNA	G7059-MONOMER
0.25	44	1	3554	G7060	G7060_RNA	G7060-MONOMER
0.25	17	1	3555	G7061	G7061_RNA	G7061-MONOMER
0.5	8	1	3557	G7063	G7063_RNA	G7063-MONOMER
0.25	472	1	3560	G7068	G7068_RNA	G7068-MONOMER
0.75	51	2	3561	G7070	G7070_RNA	YEEO-MONOMER
0.5	31	1	3562	G7071	G7071_RNA	G7071-MONOMER
0.5	70	1	3564	G7073	G7073_RNA	G7073-MONOMER
0.75	455	1	3565	G7074	G7074_RNA	G7074-MONOMER
0.75	60	1	3566	G7076	G7076_RNA	MONOMER0-4446
0.5	214	2	3567	G7077	G7077_RNA	MONOMER0-4251
0.25	76	1	3568	G7080	G7080_RNA	G7080-MONOMER
0.25	71	1	3569	G7081	G7081_RNA	G7081-MONOMER
0.25	72	1	3570	G7082	G7082_RNA	G7082-MONOMER
0.25	73	1	3571	G7083	G7083_RNA	G7083-MONOMER
0.25	74	1	3572	G7084	G7084_RNA	G7084-MONOMER
0.25	56	1	3573	G7085	G7085_RNA	G7085-MONOMER
0.5	127	1	3581	G7093	G7093_RNA	G7093-MONOMER
0.5	110	1	3582	G7094	G7094_RNA	G7094-MONOMER
0.5	135	1	3583	G7095	G7095_RNA	G7095-MONOMER
0.25	9	1	3584	G7096	G7096_RNA	G7096-MONOMER
0.25	6	1	3585	G7097	G7097_RNA	G7097-MONOMER
0.25	7	1	3586	G7098	G7098_RNA	G7098-MONOMER
0.25	6	1	3587	G7099	G7099_RNA	G7099-MONOMER
0.25	11	1	3588	G7100	G7100_RNA	G7100-MONOMER
0.25	9	1	3589	G7101	G7101_RNA	G7101-MONOMER
0.25	5	1	3590	G7102	G7102_RNA	G7102-MONOMER
0.25	4	1	3591	G7103	G7103_RNA	G7103-MONOMER
0.25	9	1	3592	G7104	G7104_RNA	G7104-MONOMER
0.25	5	1	3593	G7105	G7105_RNA	G7105-MONOMER
0.25	9	1	3594	G7106	G7106_RNA	G7106-MONOMER
0.25	31	1	3606	G7119	G7119_RNA	G7119-MONOMER
0.25	125	1	3608	G7123	G7123_RNA	G7123-MONOMER
0.25	58	1	3609	G7125	G7125_RNA	MONOMER0-4245
0.25	16484	1	3612	G7129	G7129_RNA	FRUCBISALD-CLASSI-MONOMER
0.25	104	1	3613	G7130	G7130_RNA	B2098-MONOMER
0.25	34	1	3614	G7131	G7131_RNA	G7131-MONOMER
0.75	124	1	3616	G7133	G7133_RNA	G7133-MONOMER
0.25	506	1	3618	G7135	G7135_RNA	HMP-P-KIN-MONOMER
0.25	47	1	3622	G7144	G7144_RNA	G7144-MONOMER
0.25	257	2	3625	G7147	G7147_RNA	G7147-MONOMER
0.5	165	1	3635	G7162	G7162_RNA	G7162-MONOMER
0.75	99	2	3636	G7163	G7163_RNA	G7163-MONOMER
0.25	137	2	3638	G7165	G7165_RNA	G7165-MONOMER
0.25	180	2	3639	G7166	G7166_RNA	G7166-MONOMER
0.25	124	2	3640	G7167	G7167_RNA	G7167-MONOMER
0.25	174	2	3641	G7168	G7168_RNA	G7168-MONOMER
0.25	135	2	3642	G7169	G7169_RNA	G7169-MONOMER
0.25	184	2	3643	G7170	G7170_RNA	G7170-MONOMER
0.25	49	1	3654	G7181	G7181_RNA	G7181-MONOMER
0.25	10	1	3657	G7185	G7185_RNA	G7185-MONOMER
0.25	73	1	3661	G7189	G7189_RNA	G7189-MONOMER
0.25	44	1	3665	G7193	G7193_RNA	G7193-MONOMER
0.25	142	1	3668	G7196	G7196_RNA	G7196-MONOMER
0.25	46	1	3669	G7197	G7197_RNA	G7197-MONOMER
0.5	4	1	3670	G7198	G7198_RNA	B2322-MONOMER
0.25	18	1	3674	G7202	G7202_RNA	G7202-MONOMER
0.25	56	1	3675	G7203	G7203_RNA	G7203-MONOMER
0.25	71	1	3676	G7204	G7204_RNA	G7204-MONOMER
0.25	58	1	3677	G7205	G7205_RNA	G7205-MONOMER
0.25	82	1	3678	G7206	G7206_RNA	G7206-MONOMER
0.25	2	1	3679	G7207	G7207_RNA	G7207-MONOMER
0.25	26	1	3681	G7211	G7211_RNA	G7211-MONOMER
0.25	76	1	3682	G7212	G7212_RNA	G7212-MONOMER
0.5	633	1	3683	G7213	G7213_RNA	G7213-MONOMER
0.5	12	1	3684	G7214	G7214_RNA	G7214-MONOMER
0.75	94	1	3686	G7216	G7216_RNA	G7216-MONOMER
0.25	139	1	3687	G7217	G7217_RNA	G7217-MONOMER
0.25	39	1	3691	G7221	G7221_RNA	G7221-MONOMER
0.25	43	1	3692	G7223	G7223_RNA	G7223-MONOMER
0.25	42	1	3693	G7225	G7225_RNA	G7225-MONOMER
0.25	44	1	3694	G7226	G7226_RNA	G7226-MONOMER
0.25	50	1	3695	G7227	G7227_RNA	G7227-MONOMER
0.25	47	1	3696	G7228	G7228_RNA	G7228-MONOMER
0.25	84	1	3706	G7238	G7238_RNA	G7238-MONOMER
0.5	189	1	3710	G7242	G7242_RNA	G7242-MONOMER
0.5	229	1	3711	G7243	G7243_RNA	G7243-MONOMER
0.5	412	1	3712	G7244	G7244_RNA	G7244-MONOMER
0.25	1261	1	3726	G7259	G7259_RNA	PDXK-MONOMER
0.25	153	1	3727	G7260	G7260_RNA	G7260-MONOMER
0.25	910	1	3729	G7262	G7262_RNA	G7262-MONOMER
0.25	520	1	3730	G7263	G7263_RNA	G7263-MONOMER
0.25	316	1	3731	G7264	G7264_RNA	MONOMER0-5
0.75	82	1	3736	G7269	G7269_RNA	G7269-MONOMER
0.75	387	1	3737	G7270	G7270_RNA	G7270-MONOMER
