name	reactions	genes	compounds
D-galactonate degradation	DEHYDDEOXGALACTKIN-RXN	EG20051	DEHYDDEOXGALACTKIN-MONOMER
ArcAB Two-Component Signal Transduction System, quinone dependent	RXN0-7332		
ArcAB Two-Component Signal Transduction System, quinone dependent	ARCBTRANS-RXN		
ArcAB Two-Component Signal Transduction System, quinone dependent	RXN0-7333		
ArcAB Two-Component Signal Transduction System, quinone dependent	RXN0-7304		
ArcAB Two-Component Signal Transduction System, quinone dependent	RXN0-7336		
guanine and guanosine salvage III	GUANOSINEKIN-RXN	EG11102	GSK-MONOMER // CPLX0-322
peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	RXN-16650	EG10344 // EG10607 // G7668 // G7322 // EG10605 // EG10748	EG10344-MONOMER // EG10607-MONOMER // G7668-MONOMER // G7322-MONOMER // MONOMER0-4521 // CPLX0-8300 // EG10605-MONOMER // CPLX0-3951 // EG10748-MONOMER // CPLX0-7717
peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	TRANS-RXN0-286	G6561	G6561-MONOMER
peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	PHOSNACMURPENTATRANS-RXN	EG10604	PHOSNACMURPENTATRANS-MONOMER
peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	NACGLCTRANS-RXN	EG10623	NACGLCTRANS-MONOMER
NADH to cytochrome <i>bd</i> oxidase electron transfer I	RXN0-5266	EG10180 // EG10179 // EG10178 // EG10181 // G0-10588 // EG11379 // EG11380 // G0-10594 // G0-10441 // EG10174 // EG10173	CYOC-MONOMER // CYT-O-UBIOX-CPLX // CYOB-MONOMER // CYT-O-UBIOX-CPLX // CYOA-MONOMER // CYT-O-UBIOX-CPLX // CYOD-MONOMER // CYT-O-UBIOX-CPLX // MONOMER0-2817 // APP-UBIOX-CPLX // APPB-MONOMER // APP-UBIOX-CPLX // APPC-MONOMER // APP-UBIOX-CPLX // MONOMER0-2822 // CYT-D-UBIOX-CPLX // MONOMER0-2663 // CYT-D-UBIOX-CPLX // CYDB-MONOMER // CYT-D-UBIOX-CPLX // CYDA-MONOMER // CYT-D-UBIOX-CPLX
NADH to cytochrome <i>bd</i> oxidase electron transfer I	NADH-DEHYDROG-A-RXN	EG12082 // EG12088 // EG12090 // EG12091 // EG12092 // EG11773 // EG12093 // EG12083 // EG12084 // EG12086 // EG11774 // EG12087 // EG12089	NUOA-MONOMER // NADH-DHI-CPLX // NUOH-MONOMER // NADH-DHI-CPLX // NUOJ-MONOMER // NADH-DHI-CPLX // NUOK-MONOMER // NADH-DHI-CPLX // NUOL-MONOMER // NADH-DHI-CPLX // NUOM-MONOMER // NADH-DHI-CPLX // NUON-MONOMER // NADH-DHI-CPLX // NUOB-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOC-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOE-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOF-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOG-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOI-MONOMER // CPLX0-3361 // NADH-DHI-CPLX
malonyl-CoA biosynthesis via biotin-carboxyl carrier protein	RXN0-5055	EG11647 // EG10217	CARBOXYL-TRANSFERASE-ALPHA-MONOMER // ACETYL-COA-CARBOXYLTRANSFER-CPLX // ACETYL-COA-CARBOXYLMULTI-CPLX // CARBOXYL-TRANSFERASE-BETA-MONOMER // ACETYL-COA-CARBOXYLTRANSFER-CPLX // ACETYL-COA-CARBOXYLMULTI-CPLX
malonyl-CoA biosynthesis via biotin-carboxyl carrier protein	BIOTIN-CARBOXYL-RXN	EG10276	BIOTIN-CARBOXYL-MONOMER // BIOTIN-CARBOXYL-CPLX // ACETYL-COA-CARBOXYLMULTI-CPLX
malonyl-CoA biosynthesis via biotin-carboxyl carrier protein	RXN-7101		
malonyl-CoA biosynthesis via biotin-carboxyl carrier protein	BIOTINLIG-RXN	EG10123	BIOTINLIG-MONOMER // MONOMER-48
proline degradation	RXN0-7008	EG10801	PUTA-MONOMER // PUTA-CPLX
proline degradation	SPONTPRO-RXN		
proline degradation	RXN-14116	EG10801	PUTA-MONOMER // PUTA-CPLX
polycistronic tRNA processing II	RXN0-7478	EG30069 // EG10862	CPLX0-1382 // EG10862-MONOMER // CPLX0-1382
polycistronic tRNA processing II	RXN0-7477	EG10863 // EG10743 // EG11620	EG10863-MONOMER // EG10743-MONOMER // CPLX0-3521 // CPLX0-2381 // EG11620-MONOMER
polycistronic tRNA processing II	RXN0-7476	EG10857	EG10857-MONOMER // CPLX0-3281
polycistronic tRNA processing II	RXN0-7463	EG10863 // EG10743 // EG11620	EG10863-MONOMER // EG10743-MONOMER // CPLX0-3521 // CPLX0-2381 // EG11620-MONOMER
polycistronic tRNA processing II	RXN0-7462	EG10690	EG10690-MONOMER
polycistronic tRNA processing II	RXN0-7461	EG10857	EG10857-MONOMER // CPLX0-3281
polycistronic tRNA processing II	RXN0-6482	EG10863 // EG11547	EG10863-MONOMER // EG11547-MONOMER // CPLX0-3602
pyrimidine ribonucleosides salvage I	CYTIKIN-RXN	EG11701	UDK-MONOMER
pyrimidine ribonucleosides salvage I	URIDINEKIN-RXN	EG11701	UDK-MONOMER
pyrimidine ribonucleosides salvage I	CYTIDEAM2-RXN	EG10137	CYTIDEAM-MONOMER // CYTIDEAM-CPLX
L-aspartate degradation III (anaerobic)	GLUTAMINESYN-RXN	EG10383	GLUTAMINESYN-MONOMER // ADENYLYL-GS // GLUTAMINESYN-OLIGOMER
L-aspartate degradation III (anaerobic)	ASPARTASE-RXN	EG10095	ASPARTASE-MONOMER // ASPARTASE-CPLX
L-aspartate degradation III (anaerobic)	TRANS-RXN-106A	EG11225 // EG10006	DCUA-MONOMER // DCUB-MONOMER // CPLX0-8304
PRPP biosynthesis	PRPPSYN-RXN	EG10774	PRPPSYN-MONOMER // CPLX0-8299
KdpDE Two-Component Signal Transduction System, potassium-dependent	KDPD-RXN		
KdpDE Two-Component Signal Transduction System, potassium-dependent	RXN0-6501		
xanthine and xanthosine salvage	XANTHOSINEPHOSPHORY-RXN	G85 // EG12159	XANTHOSINEPHOSPHORY-MONOMER // XANTHOSINEPHOSPHORY-CPLX // EG12159-MONOMER // CPLX0-8619
xanthine and xanthosine salvage	XANPRIBOSYLTRAN-RXN	EG10414	GPT-MONOMER // GPT-CPLX
&beta;-alanine biosynthesis III	ASPDECARBOX-RXN	EG11747	ASPDECARBOX-MONOMER // MONOMER0-1843 // MONOMER0-1842 // CPLX0-2901 // CPLX0-2901
adenosine nucleotides degradation III	AMP-NUCLEOSID-RXN	EG10039 // EG12373	AMP-NUCLEOSID-MONOMER // AMP-NUCLEOSID-CPLX // EG12373-MONOMER // CPLX0-8262
D-arabinose degradation III	RXN-14807		
D-arabinose degradation III	25-DIOXOVALERATE-DEHYDROGENASE-RXN		
D-arabinose degradation III	RXN-8777		
D-arabinose degradation III	ARABINONATE-DEHYDRATASE-RXN		
D-arabinose degradation III	D-ARABINONOLACTONASE-RXN		
D-arabinose degradation III	RXN-8776		
adenosine nucleotides degradation II	AMP-DEPHOSPHORYLATION-RXN	EG10727	ALKAPHOSPHA-MONOMER // ALKAPHOSPHA-CPLX
adenosine nucleotides degradation II	RXN-7682	G7485 // G7486 // G7487	G7485-MONOMER // CPLX0-761 // G7486-MONOMER // CPLX0-761 // G7487-MONOMER // CPLX0-761
adenosine nucleotides degradation II	RXN0-901	G7485 // G7486 // G7487	G7485-MONOMER // CPLX0-761 // G7486-MONOMER // CPLX0-761 // G7487-MONOMER // CPLX0-761
adenosine nucleotides degradation II	ADENODEAMIN-RXN	EG12097 // EG10030	EG12097-MONOMER // ADENODEAMIN-MONOMER
adenosine nucleotides degradation II	INOPHOSPHOR-RXN	EG12097 // EG10222 // G85 // EG12159	EG12097-MONOMER // DEOD-MONOMER // DEOD-CPLX // XANTHOSINEPHOSPHORY-MONOMER // XANTHOSINEPHOSPHORY-CPLX // EG12159-MONOMER // CPLX0-8619
glycerol-3-phosphate to hydrogen peroxide electron transport	RXN-19020	EG12244	EG12244-MONOMER
glycerol-3-phosphate to hydrogen peroxide electron transport	RXN-15740	EG10393 // EG10392 // EG10391	ANGLYC3PDEHYDROGSUBUNITC-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITB-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITA-MONOMER // ANGLYC3PDEHYDROG-CPLX
L-isoleucine biosynthesis I (from threonine)	RXN-15121	EG10493 // EG10990 // EG10582	THREDEHYDSYN-MONOMER // THREDEHYDSYN-CPLX // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX // O-SUCCHOMOSERLYASE-MONOMER // O-SUCCHOMOSERLYASE-CPLX
L-isoleucine biosynthesis I (from threonine)	RXN-15123	G7877	G7877-MONOMER // CPLX0-1881
L-isoleucine biosynthesis I (from threonine)	RXN-15122	EG10493 // EG10990	THREDEHYDSYN-MONOMER // THREDEHYDSYN-CPLX // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX
L-isoleucine biosynthesis I (from threonine)	ACETOOHBUTSYN-RXN	EG10500 // EG10499 // EG10494 // EG10502 // G8221 // EG10501	ACETOLACTSYNIII-ICHAIN-MONOMER // ACETOLACTSYNIII-CPLX // ACETOLACTSYNIII-HCHAIN-MONOMER // ACETOLACTSYNIII-CPLX // LARGEILVB-MONOMER // ACETOLACTSYNI-CPLX // SMALLILVN-MONOMER // ACETOLACTSYNI-CPLX // ACETOLACTSYNII-CPLX // SMALLILVM-MONOMER // ACETOLACTSYNII-CPLX
L-isoleucine biosynthesis I (from threonine)	ACETOOHBUTREDUCTOISOM-RXN	EG10495	KETOLREDUCTOISOM-MONOMER // CPLX0-7643
L-isoleucine biosynthesis I (from threonine)	BRANCHED-CHAINAMINOTRANSFERILEU-RXN	EG10497	BRANCHED-CHAINAMINOTRANSFER-MONOMER // BRANCHED-CHAINAMINOTRANSFER-CPLX
L-isoleucine biosynthesis I (from threonine)	DIHYDROXYMETVALDEHYDRAT-RXN	EG10496	DIHYDROXYACIDDEHYDRAT-MONOMER // DIHYDROXYACIDDEHYDRAT-CPLX
UDP-<i>N</i>-acetyl-&alpha;-D-mannosamine biosynthesis	UDPGLCNACEPIM-RXN	EG11451	UDPGLCNACEPIM-MONOMER // CPLX0-8008
melibiose degradation	ALPHAGALACTOSID-RXN	EG10577	ALPHAGALACTOSID-MONOMER // ALPHAGALACTOSID-CPLX
heme <i>b</i> biosynthesis II (oxygen-independent)	RXN0-6259	EG11485	PROTOPORGENOXI-MONOMER // CPLX0-7811
heme <i>b</i> biosynthesis II (oxygen-independent)	HEMN-RXN	EG11836	HEMN-MONOMER
heme <i>b</i> biosynthesis II (oxygen-independent)	UROGENDECARBOX-RXN	EG11543	UROGENDECARBOX-MONOMER
heme <i>b</i> biosynthesis II (oxygen-independent)	PROTOHEMEFERROCHELAT-RXN	EG10431 // EG11735 // G7266	PROTOHEME-FERROCHELAT-MONOMER // EG11735-MONOMER // CPLX0-7810 // G7266-MONOMER
CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis	RXN-16804		
CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis	DARAB5PISOM-RXN	G7662 // EG10973	G7662-MONOMER // CPLX0-1262 // EG10973-MONOMER // CPLX0-3929
CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis	KDO-8PSYNTH-RXN	EG10518	KDO-8PSYNTH-MONOMER // KDO-8PSYNTH-CPLX
CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis	KDO-8PPHOSPHAT-RXN	G7663	G7663-MONOMER // KDO-8PPHOSPHAT-CPLX
CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis	CPM-KDOSYNTH-RXN	EG10519	CPM-KDOSYNTH-MONOMER
4-aminobenzoate biosynthesis I	ADCLY-RXN	EG11493	ADCLY-MONOMER // ADCLY-CPLX
4-aminobenzoate biosynthesis I	PABASYN-RXN	EG10682 // EG10683	PABASYN-COMPII-MONOMER // PABASYN-CPLX // PABASYN-COMPI-MONOMER // PABASYN-CPLX
putrescine biosynthesis I	AGMATIN-RXN	EG10960	AGMATIN-MONOMER // AGMATIN-CPLX
putrescine biosynthesis I	ARGDECARBOX-RXN	EG10959 // EG11501	ARGDECARBOXBIO-MONOMER // ARGDECARBOXBIO-CPLX // ARGDECARBOXDEG-MONOMER // ARGDECARBOXDEG-CPLX
L-leucine biosynthesis	RXN-8991	EG11576 // EG11575	LEUC-MONOMER // 3-ISOPROPYLMALISOM-CPLX // LEUD-MONOMER // 3-ISOPROPYLMALISOM-CPLX
L-leucine biosynthesis	RXN-7800	EG11577 // G6986	3-ISOPROPYLMALDEHYDROG-MONOMER // 3-ISOPROPYLMALDEHYDROG-CPLX // G6986-MONOMER
L-leucine biosynthesis	2-ISOPROPYLMALATESYN-RXN	EG11226	2-ISOPROPYLMALATESYN-MONOMER
L-leucine biosynthesis	3-ISOPROPYLMALISOM-RXN	EG11576 // EG11575	LEUC-MONOMER // 3-ISOPROPYLMALISOM-CPLX // LEUD-MONOMER // 3-ISOPROPYLMALISOM-CPLX
L-leucine biosynthesis	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EG10497 // EG11040	BRANCHED-CHAINAMINOTRANSFER-MONOMER // BRANCHED-CHAINAMINOTRANSFER-CPLX // TYRB-MONOMER // TYRB-DIMER
L-leucine biosynthesis	3-ISOPROPYLMALDEHYDROG-RXN	EG11577 // G6986	3-ISOPROPYLMALDEHYDROG-MONOMER // 3-ISOPROPYLMALDEHYDROG-CPLX // G6986-MONOMER
NAD phosphorylation and dephosphorylation	RXN-5822	EG10727	ALKAPHOSPHA-MONOMER // ALKAPHOSPHA-CPLX
NAD phosphorylation and dephosphorylation	TRANS-RXN0-277	EG10745 // EG10744	PNTB-MONOMER // PYRNUTRANSHYDROGEN-CPLX // PNTA-MONOMER // PYRNUTRANSHYDROGEN-CPLX
NAD phosphorylation and dephosphorylation	NAD-KIN-RXN	EG12192	MONOMER0-541 // CPLX0-682
(Kdo)<sub>2</sub>-lipid A biosynthesis (<i>E. coli</i>)	MYRISTOYLACYLTRAN-RXN	EG10614	MYRISTOYLACYLTRAN-MONOMER
(Kdo)<sub>2</sub>-lipid A biosynthesis (<i>E. coli</i>)	LAUROYLACYLTRAN-RXN	EG10464	LAUROYLACYLTRAN-MONOMER
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN-22700	G7325	G7325-MONOMER // CPLX0-248 // CPLX0-12610
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN-22699	EG12876	EG12876-MONOMER
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN-20757	EG11768	EG11768-MONOMER
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN-20756	EG11768	EG11768-MONOMER
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN-20755	EG11768	EG11768-MONOMER
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN-18710	EG10997 // EG10375	EG10997-MONOMER // CPLX0-7608 // CPLX0-7609 // EG10375-MONOMER // CPLX0-7597 // CPLX0-7609
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN-18709	EG12216	EG12216-MONOMER // CPLX0-12610
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN-18708	G7712 // G7713 // G7714	G7712-MONOMER // CPLX-3942 // G7713-MONOMER // CPLX-3942 // G7714-MONOMER // CPLX-3942
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN0-2023	EG11344	EG11344-MONOMER
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN0-5144	G7199	G7199-MONOMER
tRNA-uridine<sup>34</sup> modifications (<i>E. coli</i>)	RXN0-7081	G7199	G7199-MONOMER
L-aspartate degradation II (aerobic)	ASPARTASE-RXN	EG10095	ASPARTASE-MONOMER // ASPARTASE-CPLX
L-aspartate degradation II (aerobic)	GLUTAMINESYN-RXN	EG10383	GLUTAMINESYN-MONOMER // ADENYLYL-GS // GLUTAMINESYN-OLIGOMER
L-aspartate degradation II (aerobic)	TRANS-RXN-379	EG11225	DCUA-MONOMER
guanylyl molybdenum cofactor biosynthesis	RXN0-262	EG11829	EG11829-MONOMER
ribose phosphorylation	RXN0-5304	EG10355 // EG10817	EG10355-MONOMER // CPLX0-7645 // EG10817-MONOMER // CPLX0-7646
ribose phosphorylation	RIBOKIN-RXN	EG10818	RIBOKIN-MONOMER // CPLX0-7647
adenosylcobinamide-GDP salvage from cobinamide I	RXN-19343	EG10130	COBALADENOSYLTRANS-MONOMER
adenosylcobinamide-GDP salvage from cobinamide I	RXN-19338	EG10130	COBALADENOSYLTRANS-MONOMER
adenosylcobinamide-GDP salvage from cobinamide I	RXN-19342	EG10130	COBALADENOSYLTRANS-MONOMER
adenosylcobinamide-GDP salvage from cobinamide I	COBINAMIDEKIN-RXN	EG13238	COBU-MONOMER // COBU-CPLX
adenosylcobinamide-GDP salvage from cobinamide I	COBINPGUANYLYLTRANS-RXN	EG13238	COBU-MONOMER // COBU-CPLX
(5Z)-dodecenoate biosynthesis I	RXN-9655	EG10273 // EG11284	FABA-MONOMER // FABA-CPLX // FABZ-MONOMER // FABZ-CPLX
(5Z)-dodecenoate biosynthesis I	5.3.3.14-RXN	EG10273	FABA-MONOMER // FABA-CPLX
(5Z)-dodecenoate biosynthesis I	RXN0-2141	EG10274	FABB-MONOMER // FABB-CPLX
(5Z)-dodecenoate biosynthesis I	RXN0-2142	EG11318	3-OXOACYL-ACP-REDUCT-MONOMER // CPLX0-8005
(5Z)-dodecenoate biosynthesis I	RXN0-2144	EG11284	FABZ-MONOMER // FABZ-CPLX
(5Z)-dodecenoate biosynthesis I	RXN0-2145	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
periplasmic disulfide bond reduction	RXN-20057	EG12178	DSBD-MONOMER // MONOMER0-4573
periplasmic disulfide bond reduction	RXN0-7311		
inosine-5'-phosphate biosynthesis I	RXN0-742	EG10796	PURK-MONOMER // PURK-CPLX
inosine-5'-phosphate biosynthesis I	RXN0-743	EG10793	PURE-MONOMER // PURE-CPLX
inosine-5'-phosphate biosynthesis I	IMPCYCLOHYDROLASE-RXN	EG10795	AICARTRANSIMPCYCLO-CPLX
inosine-5'-phosphate biosynthesis I	AICARTRANSFORM-RXN	EG10795	AICARTRANSIMPCYCLO-CPLX
inosine-5'-phosphate biosynthesis I	AICARSYN-RXN	EG11314	ASL-MONOMER // CPLX0-7959
inosine-5'-phosphate biosynthesis I	SAICARSYN-RXN	EG10791	SAICARSYN-MONOMER // SAICARSYN-CPLX
L-selenocysteine biosynthesis I (bacteria)	RXN0-2161	EG10947	SERS-MONOMER // SERS-CPLX
L-selenocysteine biosynthesis I (bacteria)	2.9.1.1-RXN	EG10941	EG10941-MONOMER // CPLX0-1141
L-selenocysteine biosynthesis I (bacteria)	2.7.9.3-RXN	EG10943	EG10943-MONOMER // CPLX0-7957
L-threonine degradation I	RXN-15121	EG10493 // EG10990 // EG10582	THREDEHYDSYN-MONOMER // THREDEHYDSYN-CPLX // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX // O-SUCCHOMOSERLYASE-MONOMER // O-SUCCHOMOSERLYASE-CPLX
L-threonine degradation I	RXN-15123	G7877	G7877-MONOMER // CPLX0-1881
L-threonine degradation I	RXN-15122	EG10493 // EG10990	THREDEHYDSYN-MONOMER // THREDEHYDSYN-CPLX // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX
L-threonine degradation I	PROPKIN-RXN	EG11172 // EG10027	PROPKIN-MONOMER // ACETATEKINA-MONOMER
L-threonine degradation I	PTAALT-RXN	EG20173	PHOSACETYLTRANS-MONOMER // PHOSACETYLTRANS-CPLX
L-threonine degradation I	KETOBUTFORMLY-RXN	G7627 // EG11784 // EG10701	KETOBUTFORMLY-INACT-MONOMER // KETOBUTFORMLY-MONOMER // EG11784-MONOMER // CPLX0-9871 // PYRUVFORMLY-CPLX // PYRUVFORMLY-MONOMER // PYRUVFORMLY-INACTIVE-CPLX // CPLX0-9871
tRNA charging	RXN-16165	EG10586	METG-MONOMER // METG-CPLX
tRNA charging	GLYCINE--TRNA-LIGASE-RXN	EG10410 // EG10409	GLYS-MONOMER // GLYS-CPLX // GLYQ-MONOMER // GLYS-CPLX
tRNA charging	HISTIDINE--TRNA-LIGASE-RXN	EG10453	HISS-MONOMER // HISS-CPLX
tRNA charging	LYSINE--TRNA-LIGASE-RXN	EG10552 // EG10553	LYSS-MONOMER // LYSS-CPLX // LYSU-MONOMER // LYSU-CPLX
tRNA charging	METHIONINE--TRNA-LIGASE-RXN	EG10586	METG-MONOMER // METG-CPLX
tRNA charging	PHENYLALANINE--TRNA-LIGASE-RXN	EG10710 // EG10709	PHET-MONOMER // PHES-CPLX // PHES-MONOMER // PHES-CPLX
tRNA charging	PROLINE--TRNA-LIGASE-RXN	EG10770	PROS-MONOMER // PROS-CPLX
tRNA charging	SERINE--TRNA-LIGASE-RXN	EG10947	SERS-MONOMER // SERS-CPLX
tRNA charging	THREONINE--TRNA-LIGASE-RXN	EG11001	THRS-MONOMER // THRS-CPLX
tRNA charging	TRYPTOPHAN--TRNA-LIGASE-RXN	EG11030	TRPS-MONOMER // TRPS-CPLX
tRNA charging	TYROSINE--TRNA-LIGASE-RXN	EG11043	TYRS-MONOMER // TYRS-CPLX
tRNA charging	ASPARTATE--TRNA-LIGASE-RXN	EG10097	ASPS-MONOMER // ASPS-CPLX
tRNA charging	ASPARAGINE--TRNA-LIGASE-RXN	EG10094	ASNS-MONOMER // ASNS-CPLX
tRNA charging	ALANINE--TRNA-LIGASE-RXN	EG10034	ALAS-MONOMER // CPLX0-7541 // ALAS-CPLX
tRNA charging	VALINE--TRNA-LIGASE-RXN	EG11067	VALS-MONOMER
tRNA charging	LEUCINE--TRNA-LIGASE-RXN	EG10532	LEUS-MONOMER
tRNA charging	ISOLEUCINE--TRNA-LIGASE-RXN	EG10492	ILES-MONOMER
tRNA charging	GLURS-RXN	EG10407	GLURS-MONOMER
tRNA charging	GLUTAMINE--TRNA-LIGASE-RXN	EG10390	GLNS-MONOMER
tRNA charging	CYSTEINE--TRNA-LIGASE-RXN	EG10196	CYSS-MONOMER
tRNA charging	ARGININE--TRNA-LIGASE-RXN	EG10071	ARGS-MONOMER
glycolysis I (from glucose 6-phosphate)	PEPDEPHOS-RXN	EG10803 // EG10804	PKII-MONOMER // PKII-CPLX // PKI-MONOMER // PKI-COMPLEX
glycolysis I (from glucose 6-phosphate)	2PGADEHYDRAT-RXN	EG10258	ENOLASE-MONOMER // ENOLASE-CPLX // CPLX0-2381
glycolysis I (from glucose 6-phosphate)	3PGAREARR-RXN	EG12296	PGMI-MONOMER
glycolysis I (from glucose 6-phosphate)	PHOSGLYPHOS-RXN	EG10703	PGK
glycolysis I (from glucose 6-phosphate)	GAPOXNPHOSPHN-RXN	EG10367	GAPDH-A-MONOMER // GAPDH-A-CPLX
glycolysis I (from glucose 6-phosphate)	TRIOSEPISOMERIZATION-RXN	EG11015	TPI-MONOMER // TPI
glycolysis I (from glucose 6-phosphate)	F16ALDOLASE-RXN	EG10282 // G7129	FRUCTBISALD-CLASSII-MONOMER // FRUCBISALD-CLASSII // FRUCBISALD-CLASSI-MONOMER // FRUCBISALD-CLASSI
glycolysis I (from glucose 6-phosphate)	6PFRUCTPHOS-RXN	EG10700 // EG10699	6PFK-2-MONOMER // 6PFK-2-CPX // 6PFK-1-MONOMER // 6PFK-1-CPX
glycolysis I (from glucose 6-phosphate)	PGLUCISOM-RXN	G7463 // EG10702	G7463-MONOMER // CPLX-8401 // PGLUCISOM // CPLX0-7877
glycolysis I (from glucose 6-phosphate)	PEPSYNTH-RXN	EG10759	PEPSYNTH-MONOMER // PEPSYNTH-CPLX
glycolysis I (from glucose 6-phosphate)	F16BDEPHOS-RXN	EG10283 // EG11517 // EG11239 // EG11245 // EG10727	F16B-MONOMER // F16B-CPLX // EG11517-MONOMER // CPLX0-303 // EG11239-MONOMER // EG11245-MONOMER // CPLX0-7776 // ALKAPHOSPHA-MONOMER // ALKAPHOSPHA-CPLX
glycolysis I (from glucose 6-phosphate)	RXN-15513	EG11699	GPMA-MONOMER // PHOSGLYCMUTASE
glycolysis I (from glucose 6-phosphate)	TRANS-RXN-157	EG10787 // EG10165 // EG10569 // EG10568 // EG10567 // EG10115	PTSG-MONOMER // MONOMER0-4389 // CPLX0-8255 // CPLX-157 // CRR-MONOMER // CPLX-157 // CPLX-168 // CPLX0-7 // MANZ-MONOMER // CPLX-165 // MANY-MONOMER // CPLX-165 // MANX-MONOMER // CPLX-165 // CPLX0-7921 // CPLX0-8115 // BGLF-MONOMER // CPLX-154
NADH to cytochrome <i>bo</i> oxidase electron transfer I	RXN0-5268	EG10181 // EG10178 // EG10179 // EG10180	CYOD-MONOMER // CYT-O-UBIOX-CPLX // CYOA-MONOMER // CYT-O-UBIOX-CPLX // CYOB-MONOMER // CYT-O-UBIOX-CPLX // CYOC-MONOMER // CYT-O-UBIOX-CPLX
NADH to cytochrome <i>bo</i> oxidase electron transfer I	NADH-DEHYDROG-A-RXN	EG12082 // EG12088 // EG12090 // EG12091 // EG12092 // EG11773 // EG12093 // EG12083 // EG12084 // EG12086 // EG11774 // EG12087 // EG12089	NUOA-MONOMER // NADH-DHI-CPLX // NUOH-MONOMER // NADH-DHI-CPLX // NUOJ-MONOMER // NADH-DHI-CPLX // NUOK-MONOMER // NADH-DHI-CPLX // NUOL-MONOMER // NADH-DHI-CPLX // NUOM-MONOMER // NADH-DHI-CPLX // NUON-MONOMER // NADH-DHI-CPLX // NUOB-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOC-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOE-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOF-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOG-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOI-MONOMER // CPLX0-3361 // NADH-DHI-CPLX
tetrahydrofolate biosynthesis I	DIHYDROFOLATEREDUCT-RXN	EG10326 // G6862	DIHYDROFOLATEREDUCT-MONOMER // G6862-MONOMER // CPLX0-8571
tetrahydrofolate biosynthesis I	DIHYDROFOLATESYNTH-RXN	EG10327	FOLC-MONOMER
tetrahydrofolate biosynthesis I	H2PTEROATESYNTH-RXN	EG50011	H2PTEROATESYNTH-MONOMER // H2PTEROATESYNTH-CPLX
L-threonine degradation III (to methylglyoxal)	AMACETOXID-RXN	EG13139	AMINEOXID-MONOMER // AMINEOXID-CPLX
L-threonine degradation III (to methylglyoxal)	THREOSPON-RXN	EG12293 // EG10993	EG12293-MONOMER // THREODEHYD-MONOMER // THREODEHYD-CPLX
L-threonine degradation III (to methylglyoxal)	THREODEHYD-RXN	EG12293 // EG10993	EG12293-MONOMER // THREODEHYD-MONOMER // THREODEHYD-CPLX
UTP and CTP <i>de novo</i> biosynthesis	CTPSYN-RXN	EG10810	CTPSYN-MONOMER // CTPSYN-CPLX
UTP and CTP <i>de novo</i> biosynthesis	UDPKIN-RXN	EG10650 // EG10032	NUCLEOSIDE-DIP-KIN-MONOMER // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER
UTP and CTP <i>de novo</i> biosynthesis	RXN-12002	EG11539	UMPKI-MONOMER // UMPKI-CPLX
curcumin degradation	RXN0-6677	G6760	G6760-MONOMER // CPLX0-7927
