name	reactions	genes	compounds
enterobactin biosynthesis	RXN-15890	EG10260 // EG10262 // EG10264 // EG10263	CPLX0-7849 // ENTB-MONOMER // HOLO-ENTB // ENTB-CPLX // ENTMULTI-CPLX // ENTD-MONOMER // ENTMULTI-CPLX // ENTF-MONOMER // MONOMER0-4398 // ENTF-PANT // ENTMULTI-CPLX // ENTE-MONOMER // ENTE-CPLX // ENTMULTI-CPLX
enterobactin biosynthesis	RXN-15889	EG10262	ENTD-MONOMER // ENTMULTI-CPLX
enterobactin biosynthesis	ENTF-RXN	EG10260 // EG10262 // EG10264 // EG10263 // EG10947 // EG11001 // EG10034	CPLX0-7849 // ENTB-MONOMER // HOLO-ENTB // ENTB-CPLX // ENTMULTI-CPLX // ENTD-MONOMER // ENTMULTI-CPLX // ENTF-MONOMER // MONOMER0-4398 // ENTF-PANT // ENTMULTI-CPLX // ENTE-MONOMER // ENTE-CPLX // ENTMULTI-CPLX // SERS-MONOMER // SERS-CPLX // THRS-MONOMER // THRS-CPLX // ALAS-MONOMER // CPLX0-7541 // ALAS-CPLX
enterobactin biosynthesis	RXN0-6442	EG10263	ENTE-MONOMER // ENTE-CPLX // ENTMULTI-CPLX
enterobactin biosynthesis	DHBAMPLIG-RXN	EG10263	ENTE-MONOMER // ENTE-CPLX // ENTMULTI-CPLX
enterobactin biosynthesis	ENTDB-RXN	EG10262	ENTD-MONOMER // ENTMULTI-CPLX
NarQ Two-Component Signal Transduction System, nitrate dependent	NARLQ-RXN		
NarQ Two-Component Signal Transduction System, nitrate dependent	NARPQ-RXN		
NarQ Two-Component Signal Transduction System, nitrate dependent	NARQ-RXN		
allantoin degradation to glyoxylate III	UREIDOGLYCOLATE-LYASE-RXN	G6275	G6275-MONOMER
autoinducer AI-2 degradation	RXN-15216	G6805	G6805-MONOMER
autoinducer AI-2 degradation	RXN0-5461	G6798	G6798-MONOMER
autoinducer AI-2 degradation	RXN-15943	G6804	G6804-MONOMER // CPLX0-7820
glycine biosynthesis I	GLYOHMETRANS-RXN	EG10408	GLYOHMETRANS-MONOMER // GLYOHMETRANS-CPLX
BtsSR Two-Component Signal Transduction System	RXN0-7003		
BtsSR Two-Component Signal Transduction System	RXN0-7326		
L-cysteine degradation III	MERCAPYSTRANS-RXN	EG11600	EG11600-MONOMER
L-cysteine degradation III	CYSTEINE-AMINOTRANSFERASE-RXN	EG10096	ASPAMINOTRANS-MONOMER // ASPAMINOTRANS-DIMER
aminopropylcadaverine biosynthesis	SAMDECARB-RXN	EG10962	SPED-MONOMER // SAMDC-ALPHA-MONOMER // SAMDC-BETA-MONOMER // SAMDECARB-CPLX // SAMDECARB-CPLX
aminopropylcadaverine biosynthesis	LYSDECARBOX-RXN	EG10131 // G6094	LYSDECARBOX-MONOMER // LYSDECARBOX-CPLX // LDC2-MONOMER // LDC2-CPLX
aminopropylcadaverine biosynthesis	RXN0-5217	EG10963	SPERMIDINESYN-MONOMER // SPERMIDINESYN-CPLX
D-gulosides conversion to D-glucosides	RXN-20680	G6651	G6651-MONOMER
D-gulosides conversion to D-glucosides	RXN-20681	G6652	G6652-MONOMER // CPLX0-8554
D-gulosides conversion to D-glucosides	RXN-20682	G6653	G6653-MONOMER
5-(methoxycarbonylmethoxy)uridine biosynthesis	RXN0-7168	EG11888	EG11888-MONOMER // CPLX0-7421
5-(methoxycarbonylmethoxy)uridine biosynthesis	RXN0-7349	EG11116	EG11116-MONOMER
5-(methoxycarbonylmethoxy)uridine biosynthesis	RXN0-7167	EG12167	EG12167-MONOMER // CPLX0-11245
5-(methoxycarbonylmethoxy)uridine biosynthesis	RXN0-7066	G7020	G7020-MONOMER // CPLX0-8010
5-(methoxycarbonylmethoxy)uridine biosynthesis	RXN0-7067	G7021	G7021-MONOMER // CPLX0-8190
methylglyoxal degradation III	RXN-8632	EG11904	GLYCDEH-MONOMER // GLYCDEH-CPLX
methylglyoxal degradation III	RXN0-4281	G7558 // EG11648 // G7565 // G6967 // G7564	G7558-MONOMER // MONOMER0-149 // MONOMER0-148 // G6967-MONOMER // G7564-MONOMER // CPLX0-7667
(aminomethyl)phosphonate degradation	INORGPYROPHOSPHAT-RXN	EG10755 // EG10727	INORGPYROPHOSPHAT-MONOMER // CPLX0-243 // ALKAPHOSPHA-MONOMER // ALKAPHOSPHA-CPLX
(aminomethyl)phosphonate degradation	ADENPRIBOSYLTRAN-RXN	EG10051	ADENPRIBOSYLTRAN-MONOMER // ADENPRIBOSYLTRAN-CPLX
(aminomethyl)phosphonate degradation	RXN0-1401	EG10723	EG10723-MONOMER
(aminomethyl)phosphonate degradation	RXN0-6710	EG10725	EG10725-MONOMER // CPLX0-7936
(aminomethyl)phosphonate degradation	RXN-17956	EG10719	EG10719-MONOMER // CPLX0-7935 // CPLX0-10309 // CPLX0-7958
(aminomethyl)phosphonate degradation	RXN-17955	EG10722	EG10722-MONOMER
(aminomethyl)phosphonate degradation	RXN-17954	EG10718	EG10718-MONOMER // CPLX0-7935 // CPLX0-10309 // CPLX0-7958
(aminomethyl)phosphonate degradation	RXN0-7014	EG10724	EG10724-MONOMER
uroporphyrinogen-III I (from glutamate)	GLURS-RXN	EG10407	GLURS-MONOMER
uroporphyrinogen-III I (from glutamate)	GLUTRNAREDUCT-RXN	EG10427	GLUTRNAREDUCT-MONOMER // CPLX0-3741
uroporphyrinogen-III I (from glutamate)	GSAAMINOTRANS-RXN	EG10432	GSAAMINOTRANS-MONOMER // GSAAMINOTRANS-CPLX
uroporphyrinogen-III I (from glutamate)	PORPHOBILSYNTH-RXN	EG10428	PORPHOBILSYNTH-MONOMER // PORPHOBILSYNTH-CPLX
uroporphyrinogen-III I (from glutamate)	OHMETHYLBILANESYN-RXN	EG10429	OHMETHYLBILANESYN-MONOMER
uroporphyrinogen-III I (from glutamate)	UROGENIIISYN-RXN	EG10430	UROGENIIISYN-MONOMER
heme <i>b</i> biosynthesis V (aerobic)	RXN-21483	EG11485	PROTOPORGENOXI-MONOMER // CPLX0-7811
heme <i>b</i> biosynthesis V (aerobic)	RXN0-1461	EG12189	COPROGENOXI-MONOMER // CPLX0-7808
heme <i>b</i> biosynthesis V (aerobic)	PROTOHEMEFERROCHELAT-RXN	EG10431 // EG11735 // G7266	PROTOHEME-FERROCHELAT-MONOMER // EG11735-MONOMER // CPLX0-7810 // G7266-MONOMER
heme <i>b</i> biosynthesis V (aerobic)	UROGENDECARBOX-RXN	EG11543	UROGENDECARBOX-MONOMER
poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine biosynthesis	TRANS-RXN0-275	G6531	G6531-MONOMER
poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine biosynthesis	RXN0-5414	G6530	G6530-MONOMER
poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine biosynthesis	TRANS-RXN0-549	G6528 // G6529	G6528-MONOMER // CPLX0-7994 // G6529-MONOMER // CPLX0-7994
poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine biosynthesis	RXN0-5413	G6528 // G6529	G6528-MONOMER // CPLX0-7994 // G6529-MONOMER // CPLX0-7994
monocistronic tRNA processing I	RXN0-6480	EG30069 // EG10862 // EG11547	CPLX0-1382 // EG10862-MONOMER // CPLX0-1382 // EG11547-MONOMER // CPLX0-3602
monocistronic tRNA processing I	RXN-24136	EG10859	EG10859-MONOMER // CPLX0-3461 // CPLX0-10097 // CPLX0-2381
conversion of succinate to propanoate	RXN0-268	G7517	G7517-MONOMER
conversion of succinate to propanoate	RXN0-310	G7516	G7516-MONOMER // CPLX0-254
conversion of succinate to propanoate	METHYLMALONYL-COA-MUT-RXN	EG11444	METHYLMALONYL-COA-MUT-MONOMER // CPLX0-7741
pyrimidine ribonucleosides degradation	PPENTOMUT-RXN	EG10220	PPENTOMUT-MONOMER
pyrimidine ribonucleosides degradation	URPHOS-RXN	EG11045 // EG12159	URPHOS-MONOMER // URPHOS-CPLX // EG12159-MONOMER // CPLX0-8619
pyrimidine ribonucleosides degradation	CYTIDEAM2-RXN	EG10137	CYTIDEAM-MONOMER // CYTIDEAM-CPLX
fatty acid &beta;-oxidation I (generic)	OHACYL-COA-DEHYDROG-RXN	EG10279 // G7212	FADB-MONOMER // FAO-CPLX // G7212-MONOMER // CPLX0-1668
fatty acid &beta;-oxidation I (generic)	KETOACYLCOATHIOL-RXN	EG10278 // G7213	FADA-MONOMER // FAO-CPLX // G7213-MONOMER // CPLX0-1668
fatty acid &beta;-oxidation I (generic)	OHBUTYRYL-COA-EPIM-RXN	EG10279 // G7212	FADB-MONOMER // FAO-CPLX // G7212-MONOMER // CPLX0-1668
fatty acid &beta;-oxidation I (generic)	ACYLCOASYN-RXN		
fatty acid &beta;-oxidation I (generic)	ACYLCOADEHYDROG-RXN	G6105	ACYLCOADEHYDROG-MONOMER
fatty acid &beta;-oxidation I (generic)	ENOYL-COA-DELTA-ISOM-RXN	G7212 // EG10279	G7212-MONOMER // CPLX0-1668 // FADB-MONOMER // FAO-CPLX
fatty acid &beta;-oxidation I (generic)	ENOYL-COA-HYDRAT-RXN	G7212 // EG10279	G7212-MONOMER // CPLX0-1668 // FADB-MONOMER // FAO-CPLX
pyrimidine ribonucleosides salvage III	CYTDEAM-RXN	EG11326	CYTDEAM-MONOMER // CPLX0-7932
pyrimidine ribonucleosides salvage III	RXN0-361	G6358 // EG12030 // EG11082	G6358-MONOMER // CPLX0-8280 // EG12030-MONOMER // CPLX0-7904 // EG11082-MONOMER
<i>cis</i>-cyclopropane fatty acid (CFA) biosynthesis	2.1.1.79-RXN	EG11531	CFA-MONOMER // CFA-CPLX
mannitol degradation I	MANNPDEHYDROG-RXN	EG10616	MANNPDEHYDROG-MONOMER
L-cysteine degradation II	RXN-15127	G7877	G7877-MONOMER // CPLX0-1881
L-cysteine degradation II	RXN-15124	EG11623 // EG10990 // EG10930 // G7624 // EG10192 // EG10193 // G7622 // EG10583 // EG10564 // EG10249 // EG10408 // EG11005 // G7038	LSERINEDEAM2-MONOMER // THREDEHYDCAT-MONOMER // THREDEHYDCAT-CPLX // LSERINEDEAM1-MONOMER // LSERINEDEAM3-MONOMER // CPLX0-7622 // ACSERLYA-MONOMER // ACSERLYA-CPLX // CYSSYNMULTI-CPLX // ACSERLYB-MONOMER // ACSERLYB-CPLX // G7622-MONOMER // CYSTATHIONINE-BETA-LYASE-MONOMER // CYSTATHIONINE-BETA-LYASE-CPLX // EG10564-MONOMER // CPLX0-8092 // DSERDEAM-MONOMER // GLYOHMETRANS-MONOMER // GLYOHMETRANS-CPLX // TRYPTOPHAN-MONOMER // TRYPTOPHAN-CPLX // DCYSDESULF-MONOMER // DCYSDESULF-CPLX
L-cysteine degradation II	RXN-15129	EG10583 // EG10564 // EG10192 // EG10193 // EG11005 // G7622	CYSTATHIONINE-BETA-LYASE-MONOMER // CYSTATHIONINE-BETA-LYASE-CPLX // EG10564-MONOMER // CPLX0-8092 // ACSERLYA-MONOMER // ACSERLYA-CPLX // CYSSYNMULTI-CPLX // ACSERLYB-MONOMER // ACSERLYB-CPLX // TRYPTOPHAN-MONOMER // TRYPTOPHAN-CPLX // G7622-MONOMER
ethanolamine utilization	ALCOHOL-DEHYDROG-RXN	G6775 // EG10031	ADHP-MONOMER // CPLX0-8015 // ADHE-MONOMER // ADHE-CPLX
ethanolamine utilization	ACETATEKIN-RXN	EG10027 // EG11809	ACETATEKINA-MONOMER // GARTRANSFORMYL2-MONOMER
ethanolamine utilization	PHOSACETYLTRANS-RXN	EG20173 // G7288	PHOSACETYLTRANS-MONOMER // PHOSACETYLTRANS-CPLX // G7288-MONOMER // CPLX0-7912
ethanolamine utilization	ACETALD-DEHYDROG-RXN	G7285 // EG10031 // M014	G7285-MONOMER // ADHE-MONOMER // ADHE-CPLX // MHPF-MONOMER
ethanolamine utilization	ETHAMLY-RXN	EG50006 // EG50007	EUTB-MONOMER // ETHAMLY-CPLX // EUTC-MONOMER // ETHAMLY-CPLX
glycerol-3-phosphate to fumarate electron transfer	R601-RXN	EG10333 // EG10332 // EG10331 // EG10330	FUM-MEMB2 // FUMARATE-REDUCTASE // FUM-MEMB1 // FUMARATE-REDUCTASE // FUM-FE-S // FUMARATE-REDUCTASE // FUM-FLAVO // FUMARATE-REDUCTASE
glycerol-3-phosphate to fumarate electron transfer	RXN-15740	EG10393 // EG10392 // EG10391	ANGLYC3PDEHYDROGSUBUNITC-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITB-MONOMER // ANGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROGSUBUNITA-MONOMER // ANGLYC3PDEHYDROG-CPLX
D-xylose degradation I	XYLISOM-RXN	EG11074	XYLISOM-MONOMER // XYLISOM-CPLX
D-xylose degradation I	XYLULOKIN-RXN	EG11075	XYLULOKIN-MONOMER // CPLX0-7466
trehalose degradation I (low osmolarity)	GLUCOKIN-RXN	EG12957	GLUCOKIN-MONOMER
trehalose degradation I (low osmolarity)	TRE6PHYDRO-RXN	EG11402	TRE6PHYDRO-MONOMER
<i>cis</i>-vaccenate biosynthesis	RXN-9558	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
<i>cis</i>-vaccenate biosynthesis	RXN-9557	EG11284	FABZ-MONOMER // FABZ-CPLX
<i>cis</i>-vaccenate biosynthesis	RXN-9556	EG11318	3-OXOACYL-ACP-REDUCT-MONOMER // CPLX0-8005
<i>cis</i>-vaccenate biosynthesis	2.3.1.179-RXN	EG12606	3-OXOACYL-ACP-SYNTHII-MONOMER // 3-OXOACYL-ACP-SYNTHII-CPLX
<i>cis</i>-vaccenate biosynthesis	RXN-9555	EG11542	THIOESTERI-MONOMER // CPLX0-7630
<i>S</i>-adenosyl-L-methionine salvage I	S-ADENMETSYN-RXN	EG10589	S-ADENMETSYN-MONOMER // S-ADENMETSYN-CPLX
<i>S</i>-adenosyl-L-methionine salvage I	HOMOCYSMET-RXN	EG10584	HOMOCYSMET-MONOMER
<i>S</i>-adenosyl-L-methionine salvage I	RIBOSYLHOMOCYSTEINASE-RXN	EG12712	EG12712-MONOMER
<i>S</i>-adenosyl-L-methionine salvage I	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	EG11090	EG11090-MONOMER // CPLX0-1541
L-cysteine biosynthesis VII (from <i>S</i>-sulfo-L-cysteine)	PRODISULFREDUCT-A-RXN	EG12688 // EG10417 // EG12294	GRXB-MONOMER // OX-GLUTAREDOXIN-B // RED-GLUTAREDOXIN // GLUTAREDOXIN-MONOMER // GRXC-MONOMER // OX-GLUTAREDOXIN-C
L-cysteine biosynthesis VII (from <i>S</i>-sulfo-L-cysteine)	SERINE-O-ACETTRAN-RXN	EG10187	SERINE-O-ACETTRAN-MONOMER // CPLX0-237 // CYSSYNMULTI-CPLX
L-cysteine biosynthesis VII (from <i>S</i>-sulfo-L-cysteine)	SULFOCYS-RXN	EG10193	ACSERLYB-MONOMER // ACSERLYB-CPLX
L-cysteine biosynthesis VII (from <i>S</i>-sulfo-L-cysteine)	RXN-18586	EG10417	RED-GLUTAREDOXIN // GLUTAREDOXIN-MONOMER
superoxide radicals degradation	CATAL-RXN	EG10509 // EG10511 // EG11692	HYDROPEROXIDII-MONOMER // HYDROPEROXIDII-CPLX // HYDROPEROXIDI-MONOMER // HYDROPEROXIDI-CPLX // EG11692-MONOMER // CPLX0-1683
superoxide radicals degradation	SUPEROX-DISMUT-RXN	EG10953 // EG10954 // G6886	SUPEROX-DISMUTMN-MONOMER // SUPEROX-DISMUTMN-CPLX // SUPEROX-DISMUTFE-MONOMER // SUPEROX-DISMUTFE-CPLX // G6886-MONOMER
NADH to trimethylamine <i>N</i>-oxide electron transfer	RXN0-5264	EG11814 // EG11815	TORA-MONOMER // TMAOREDUCTI-CPLX // EG11815-MONOMER // TMAOREDUCTI-CPLX
NADH to trimethylamine <i>N</i>-oxide electron transfer	RXN0-5388	EG12082 // EG12088 // EG12090 // EG12091 // EG12092 // EG11773 // EG12093 // EG12083 // EG12084 // EG12086 // EG11774 // EG12087 // EG12089	NUOA-MONOMER // NADH-DHI-CPLX // NUOH-MONOMER // NADH-DHI-CPLX // NUOJ-MONOMER // NADH-DHI-CPLX // NUOK-MONOMER // NADH-DHI-CPLX // NUOL-MONOMER // NADH-DHI-CPLX // NUOM-MONOMER // NADH-DHI-CPLX // NUON-MONOMER // NADH-DHI-CPLX // NUOB-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOC-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOE-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOF-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOG-MONOMER // CPLX0-3361 // NADH-DHI-CPLX // NUOI-MONOMER // CPLX0-3361 // NADH-DHI-CPLX
CusSR Two-Component Signal Transduction System	RXN0-6464		
CusSR Two-Component Signal Transduction System	RXN0-6462		
Rcs Signal Transduction System	RXN0-6509		
Rcs Signal Transduction System	RCSC-RXN		
Rcs Signal Transduction System	RXN0-6507		
Rcs Signal Transduction System	RXN0-6506		
D-malate degradation	1.1.1.83-RXN	G6986	G6986-MONOMER
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	RXN-9550	EG11542	THIOESTERI-MONOMER // CPLX0-7630
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	RXN-10654	EG10274	FABB-MONOMER // FABB-CPLX
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	RXN-10655	EG11318	3-OXOACYL-ACP-REDUCT-MONOMER // CPLX0-8005
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	RXN-10656	EG11284	FABZ-MONOMER // FABZ-CPLX
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	RXN-10657	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	RXN-10658	EG10274	FABB-MONOMER // FABB-CPLX
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	RXN-10659	EG11318	3-OXOACYL-ACP-REDUCT-MONOMER // CPLX0-8005
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	RXN-10660	EG11284	FABZ-MONOMER // FABZ-CPLX
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	RXN-10661	EG11528	ENOYL-ACP-REDUCT-NADH-MONOMER // CPLX0-8006
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	GTP-CYCLOHYDRO-I-RXN	EG11375	GTP-CYCLOHYDRO-I-MONOMER // FOLE-CPLX
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	EG11138	H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN		
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	H2NEOPTERINALDOL-RXN	EG11673	H2NEOPTERINALDOL-MONOMER // CPLX0-3936
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	H2PTERIDINEPYROPHOSPHOKIN-RXN	EG11374	H2PTERIDINEPYROPHOSPHOKIN-MONOMER
prenylated FMNH<sub>2</sub> biosynthesis	RXN-16937	EG11044	UBIX-MONOMER
prenylated FMNH<sub>2</sub> biosynthesis	RXN0-7298	M007	THZ-KIN-MONOMER // CPLX0-8211
prenylated FMNH<sub>2</sub> biosynthesis	RXN0-7309	EG12633 // G6580	EG12633-MONOMER // CPLX0-3721 // G6580-MONOMER
D-galacturonate degradation I	KDPGALDOL-RXN	EG10256	KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER // KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX
D-galacturonate degradation I	GALACTUROISOM-RXN	G81	UXAC-MONOMER
D-galacturonate degradation I	ALTRO-OXIDOREDUCT-RXN	EG11065	ALTRO-OXIDOREDUCT-MONOMER
D-galacturonate degradation I	DEOXYGLUCONOKIN-RXN	EG12253	DEOXYGLUCONOKIN-MONOMER
D-galacturonate degradation I	ALTRODEHYDRAT-RXN	EG12734	ALTRODEHYDRAT-MONOMER
oleate &beta;-oxidation	ACETYL-COA-ACETYLTRANSFER-RXN	EG11672	ACETYL-COA-ACETYLTRANSFER-MONOMER // ACETYL-COA-ACETYLTRANSFER-CPLX
oleate &beta;-oxidation	RXN-11662		
oleate &beta;-oxidation	RXN-11667		
oleate &beta;-oxidation	BUTYRYL-COA-DEHYDROGENASE-RXN		
oleate &beta;-oxidation	RXN-12565		
oleate &beta;-oxidation	RXN-12570		
oleate &beta;-oxidation	RXN-12567		
oleate &beta;-oxidation	RXN-14278		
oleate &beta;-oxidation	RXN-14277		
oleate &beta;-oxidation	RXN-20679		
oleate &beta;-oxidation	RXN-20678		
oleate &beta;-oxidation	RXN-14229		
oleate &beta;-oxidation	RXN-13617		
oleate &beta;-oxidation	RXN-12490		
oleate &beta;-oxidation	RXN-13616		
oleate &beta;-oxidation	RXN-13615		
oleate &beta;-oxidation	RXN-14274		
oleate &beta;-oxidation	RXN-20676		
oleate &beta;-oxidation	RXN-20675		
oleate &beta;-oxidation	RXN-9644		
oleate &beta;-oxidation	RXN-7931		
oleate &beta;-oxidation	RXN-14394	EG10278 // G7213	FADA-MONOMER // FAO-CPLX // G7213-MONOMER // CPLX0-1668
oleate &beta;-oxidation	RXN-14393	EG10279 // G7212	FADB-MONOMER // FAO-CPLX // G7212-MONOMER // CPLX0-1668
oleate &beta;-oxidation	RXN-17775	G6105	ACYLCOADEHYDROG-MONOMER
oleate &beta;-oxidation	RXN-17776	EG10279 // G7212	FADB-MONOMER // FAO-CPLX // G7212-MONOMER // CPLX0-1668
oleate &beta;-oxidation	RXN-17777	EG10279 // G7212	FADB-MONOMER // FAO-CPLX // G7212-MONOMER // CPLX0-1668
oleate &beta;-oxidation	RXN-17778	EG10278 // G7213	FADA-MONOMER // FAO-CPLX // G7213-MONOMER // CPLX0-1668
oleate &beta;-oxidation	RXN-17779	G6105	ACYLCOADEHYDROG-MONOMER
oleate &beta;-oxidation	RXN-17780	EG10279 // G7212	FADB-MONOMER // FAO-CPLX // G7212-MONOMER // CPLX0-1668
oleate &beta;-oxidation	RXN-17781	EG10279 // G7212	FADB-MONOMER // FAO-CPLX // G7212-MONOMER // CPLX0-1668
oleate &beta;-oxidation	RXN-17782	EG10278 // G7213	FADA-MONOMER // FAO-CPLX // G7213-MONOMER // CPLX0-1668
oleate &beta;-oxidation	RXN-17783	G6105	ACYLCOADEHYDROG-MONOMER
oleate &beta;-oxidation	RXN0-5393	EG10279 // G7212	FADB-MONOMER // FAO-CPLX // G7212-MONOMER // CPLX0-1668
oleate &beta;-oxidation	RXN0-5390	EG10995 // G6244	THIOESTERII-MONOMER // THIOESTERII-CPLX // G6244-MONOMER
oleate &beta;-oxidation	RXN0-5391	EG10279	FADB-MONOMER // FAO-CPLX
methylerythritol phosphate pathway I	RXN-24044	EG11081	EG11081-MONOMER // CPLX0-7564
methylerythritol phosphate pathway I	RXN-24043	EG11081	EG11081-MONOMER // CPLX0-7564
methylerythritol phosphate pathway I	RXN-15878	EG10370	EG10370-MONOMER
methylerythritol phosphate pathway I	IPPISOM-RXN	G7508	IPPISOM-MONOMER
methylerythritol phosphate pathway I	RXN0-302	EG11816	EG11816-MONOMER // CPLX0-721
methylerythritol phosphate pathway I	2.7.1.148-RXN	EG11294	EG11294-MONOMER // CPLX0-3841
methylerythritol phosphate pathway I	2.7.7.60-RXN	G7423	G7423-MONOMER // CPLX0-234
methylerythritol phosphate pathway I	DXPREDISOM-RXN	EG12715	DXPREDISOM-MONOMER // DXPREDISOM-CPLX
methylerythritol phosphate pathway I	DXS-RXN	G6237	DXS-MONOMER // CPLX0-743
thiamine diphosphate salvage II	THI-P-KIN-RXN	G6234	THI-P-KIN-MONOMER
thiamine diphosphate salvage II	THI-P-SYN-RXN	EG11586	THIE-MONOMER
thiamine diphosphate salvage II	THIAZOLSYN3-RXN	M007	THZ-KIN-MONOMER // CPLX0-8211
polycistronic tRNA processing IV	RXN0-7482	EG10743 // EG11620	EG10743-MONOMER // CPLX0-3521 // CPLX0-2381 // EG11620-MONOMER
polycistronic tRNA processing IV	RXN0-7481	EG30069 // EG10862	CPLX0-1382 // EG10862-MONOMER // CPLX0-1382
polycistronic tRNA processing IV	RXN0-7473	G7175 // EG10858 // EG11547 // EG10863	G7175-MONOMER // CPLX0-3601 // EG10858-MONOMER // EG11547-MONOMER // CPLX0-3602 // EG10863-MONOMER
flavin biosynthesis I (bacteria and plants)	GTP-CYCLOHYDRO-II-RXN	EG11331	GTP-CYCLOHYDRO-II-MONOMER // GTP-CYCLOHYDRO-II-CPLX
flavin biosynthesis I (bacteria and plants)	RIBOFLAVINSYNDEAM-RXN	EG11321	RIBOFLAVINSYNDEAM-MONOMER // CPLX0-7659
flavin biosynthesis I (bacteria and plants)	RIBOFLAVINSYNREDUC-RXN	EG11321	RIBOFLAVINSYNDEAM-MONOMER // CPLX0-7659
flavin biosynthesis I (bacteria and plants)	DIOHBUTANONEPSYN-RXN	EG10465	DIOHBUTANONEPSYN-MONOMER // DIOHBUTANONEPSYN-CPLX
flavin biosynthesis I (bacteria and plants)	RIBOPHOSPHAT-RXN	G6442 // EG11202	G6442-MONOMER // EG11202-MONOMER
flavin biosynthesis I (bacteria and plants)	LUMAZINESYN-RXN	EG11322	LUMAZINESYN-MONOMER // LUMAZINESYN-CPLX
flavin biosynthesis I (bacteria and plants)	RIBOFLAVIN-SYN-RXN	EG11406	RIBOFLAVIN-SYN-MONOMER // CPLX0-3952
flavin biosynthesis I (bacteria and plants)	FADSYN-RXN	EG11079	RIBF-MONOMER
flavin biosynthesis I (bacteria and plants)	RIBOFLAVINKIN-RXN	EG11079	RIBF-MONOMER
L-proline biosynthesis I (from L-glutamate)	GLUTKIN-RXN	EG10768	GLUTKIN-MONOMER // GLUTKIN-CPLX
L-proline biosynthesis I (from L-glutamate)	GLUTSEMIALDEHYDROG-RXN	EG10767	GLUTSEMIALDEHYDROG-MONOMER // GLUTSEMIALDEHYDROG-CPLX
L-proline biosynthesis I (from L-glutamate)	PYRROLINECARBREDUCT-RXN	EG10769	PYRROLINECARBREDUCT-MONOMER // PYRROLINECARBREDUCT-CPLX
L-proline biosynthesis I (from L-glutamate)	SPONTPRO-RXN		
<i>D</i>-glucarate degradation I	GKI-RXN	EG11175 // G6283	GKI-MONOMER // GLY3KIN-MONOMER
<i>D</i>-glucarate degradation I	GLUCARDEHYDRA-RXN	G7445	GLUCARDEHYDRA-MONOMER
<i>D</i>-glucarate degradation I	TSA-REDUCT-RXN	EG11176	TSA-REDUCT-MONOMER
<i>D</i>-glucarate degradation I	KDGALDOL-RXN	EG10016	KDGALDOL-MONOMER // CPLX0-7615
D-arabinitol degradation I	XYLULOKIN-RXN	EG11075	XYLULOKIN-MONOMER // CPLX0-7466
D-arabinitol degradation I	D-ARABINITOL-4-DEHYDROGENASE-RXN		
pentose phosphate pathway (oxidative branch) I	RXN-9952	EG10411	6PGLUCONDEHYDROG-MONOMER // 6PGLUCONDEHYDROG-CPLX
pentose phosphate pathway (oxidative branch) I	GLU6PDEHYDROG-RXN	EG11221	GLU6PDEHYDROG-MONOMER
pentose phosphate pathway (oxidative branch) I	6PGLUCONOLACT-RXN	G6397	6PGLUCONOLACT-MONOMER
<i>N</i>-acetylglucosamine degradation I	NAG6PDEACET-RXN	EG10632	NAG6PDEACET-MONOMER // NAG6PDEACET-CPLX
